,Area,CRSI,Governance,Risk,Built Environment,Society,Natural Environment
0,National Average,4.321,0.597,0.229,0.393,0.516,0.413
2,Region 1,7.53,0.66,0.24,0.492,0.599,0.445
4,Connecticut,2.661,0.654,0.395,0.52,0.547,0.398
6,Fairfield,1.981,0.621,0.508,0.675,0.494,0.346
8,Hartford,1.568,0.671,0.65,0.646,0.525,0.311
10,Litchfield,5.12,0.694,0.224,0.489,0.657,0.431
12,Middlesex,1.979,0.635,0.42,0.396,0.598,0.439
14,New Haven,2.145,0.609,0.491,0.659,0.499,0.403
16,New London,3.612,0.619,0.273,0.587,0.49,0.433
18,Tolland,2.314,0.721,0.306,0.341,0.551,0.403
20,Windham,2.568,0.663,0.289,0.37,0.561,0.42
21,Maine,12.708,0.677,0.115,0.499,0.565,0.484
23,Androscoggin,4.158,0.635,0.174,0.424,0.565,0.365
25,Aroostook,14.019,0.687,0.101,0.744,0.546,0.413
27,Cumberland,5.505,0.718,0.298,0.671,0.615,0.525
29,Franklin,9.593,0.678,0.094,0.49,0.502,0.421
31,Hancock,35.399,0.67,0.038,0.543,0.559,0.603
33,Kennebec,6.912,0.653,0.145,0.533,0.581,0.395
35,Knox,11.639,0.531,0.076,0.344,0.621,0.617
37,Lincoln,13.316,0.772,0.08,0.309,0.613,0.548
39,Oxford,7.163,0.644,0.116,0.505,0.505,0.388
41,Penobscot,13.514,0.652,0.104,0.786,0.565,0.39
43,Piscataquis,10.37,0.673,0.075,0.342,0.524,0.491
45,Sagadahoc,7.603,0.722,0.126,0.304,0.615,0.534
47,Somerset,15.131,0.759,0.081,0.542,0.523,0.463
49,Waldo,28.446,0.684,0.032,0.41,0.538,0.486
51,Washington,14.359,0.672,0.092,0.483,0.628,0.588
53,York,6.2,0.685,0.201,0.553,0.547,0.516
57,Massachusetts,5.041,0.602,0.361,0.557,0.601,0.447
59,Barnstable,6.836,0.627,0.197,0.585,0.58,0.591
61,Berkshire,5.571,0.633,0.202,0.552,0.671,0.402
63,Bristol,2.111,0.643,0.523,0.572,0.552,0.451
65,Dukes,21.827,0.538,0.045,0.289,0.811,0.595
67,Essex,2.504,0.642,0.537,0.671,0.565,0.487
75,Franklin,8.874,0.701,0.147,0.542,0.707,0.419
77,Hampden,1.666,0.606,0.576,0.649,0.517,0.34
79,Hampshire,3.205,0.523,0.197,0.429,0.563,0.389
81,Middlesex,2.2,0.66,0.591,0.819,0.585,0.259
83,Nantucket,6.526,0.323,0.06,0.22,0.572,0.609
85,Norfolk,2.315,0.621,0.497,0.633,0.618,0.387
87,Plymouth,2.847,0.624,0.469,0.614,0.598,0.542
89,Suffolk,1.495,0.648,0.465,0.417,0.465,0.426
91,Worcester,2.596,0.646,0.55,0.804,0.604,0.359
95,New Hampshire,6.561,0.67,0.229,0.519,0.596,0.421
97,Belknap,4.773,0.656,0.151,0.35,0.621,0.385
99,Carroll,5.716,0.668,0.169,0.441,0.599,0.445
101,Cheshire,7.642,0.62,0.108,0.457,0.574,0.4
103,Coos,12.682,0.699,0.112,0.536,0.64,0.549
105,Grafton,11.672,0.638,0.129,0.785,0.571,0.468
107,Hillsborough,2.559,0.722,0.461,0.631,0.574,0.334
109,Merrimack,10.688,0.718,0.149,0.667,0.728,0.41
111,Rockingham,2.066,0.691,0.555,0.578,0.554,0.42
113,Strafford,1.916,0.626,0.338,0.38,0.505,0.419
115,Sullivan,5.9,0.665,0.12,0.363,0.594,0.379
119,Rhode Island,2.479,0.627,0.372,0.302,0.586,0.511
121,Bristol,1.015,0.522,0.385,0.11,0.584,0.531
123,Kent,1.275,0.708,0.51,0.24,0.605,0.443
125,Newport,4.139,0.669,0.207,0.232,0.551,0.643
127,Providence,1.642,0.639,0.51,0.535,0.551,0.326
129,Washington,4.322,0.595,0.248,0.391,0.637,0.614
133,Vermont,9.382,0.708,0.135,0.45,0.671,0.417
135,Addison,17.298,0.825,0.089,0.473,0.712,0.49
137,Bennington,7.519,0.763,0.154,0.435,0.613,0.469
139,Caledonia,9.771,0.686,0.115,0.401,0.815,0.396
141,Chittenden,5.495,0.754,0.261,0.661,0.604,0.387
143,Essex,12.333,0.78,0.074,0.327,0.468,0.56
145,Franklin,3.66,0.649,0.242,0.427,0.651,0.386
147,Grand Isle,12.838,0.677,0.063,0.334,0.714,0.365
149,Lamoille,10.944,0.619,0.08,0.389,0.665,0.438
151,Orange,6.894,0.751,0.14,0.4,0.689,0.351
153,Orleans,7.13,0.732,0.185,0.436,0.793,0.439
155,Rutland,11.762,0.595,0.09,0.52,0.662,0.441
163,Washington,9.925,0.681,0.11,0.469,0.72,0.381
165,Windham,10.089,0.753,0.104,0.467,0.638,0.364
167,Windsor,5.687,0.64,0.188,0.558,0.651,0.367
175,Region 2,3.839,0.658,0.308,0.469,0.52,0.385
177,New Jersey,1.762,0.639,0.488,0.471,0.518,0.397
179,Atlantic,1.964,0.633,0.477,0.52,0.431,0.507
181,Bergen,0.928,0.61,0.582,0.464,0.586,0.202
183,Burlington,2.458,0.675,0.538,0.567,0.547,0.558
185,Camden,1.032,0.606,0.532,0.444,0.506,0.296
187,Cape May,2.18,0.609,0.382,0.401,0.462,0.565
189,Cumberland,2.657,0.598,0.313,0.437,0.444,0.549
191,Essex,0.637,0.618,0.519,0.467,0.531,0.1
193,Gloucester,1.137,0.571,0.553,0.453,0.489,0.379
195,Hudson,0.659,0.618,0.525,0.402,0.465,0.233
197,Hunterdon,2.868,0.644,0.386,0.512,0.598,0.48
199,Mercer,1.269,0.599,0.496,0.448,0.492,0.362
201,Middlesex,1.638,0.646,0.522,0.601,0.561,0.253
203,Monmouth,1.618,0.627,0.728,0.615,0.534,0.485
205,Morris,2.197,0.672,0.511,0.524,0.595,0.449
207,Ocean,1.517,0.675,0.806,0.596,0.448,0.546
209,Passaic,1.447,0.642,0.494,0.384,0.522,0.432
211,Salem,3.527,0.708,0.209,0.338,0.459,0.503
213,Somerset,1.457,0.679,0.585,0.486,0.573,0.339
215,Sussex,2.147,0.652,0.406,0.405,0.563,0.468
217,Union,0.878,0.652,0.337,0.388,0.561,0.129
219,Warren,2.795,0.679,0.339,0.441,0.513,0.493
221,New York,4.542,0.665,0.248,0.469,0.521,0.381
223,Albany,2.354,0.693,0.455,0.542,0.639,0.343
225,Allegany,4.919,0.657,0.118,0.482,0.385,0.343
227,Bronx,0.121,0.668,0.529,0.297,0.409,0.203
229,Broome,2.075,0.689,0.381,0.505,0.497,0.335
231,Cattaraugus,5.133,0.657,0.186,0.56,0.421,0.46
233,Cayuga,5.792,0.637,0.139,0.464,0.571,0.368
235,Chautauqua,5.625,0.655,0.152,0.567,0.414,0.399
237,Chemung,1.694,0.596,0.204,0.339,0.472,0.304
239,Chenango,3.796,0.699,0.16,0.393,0.474,0.362
241,Clinton,7.373,0.699,0.154,0.587,0.534,0.412
243,Columbia,5.134,0.644,0.155,0.412,0.603,0.387
245,Cortland,3.287,0.633,0.146,0.331,0.527,0.341
247,Delaware,4.208,0.703,0.21,0.519,0.485,0.375
249,Dutchess,2.064,0.638,0.521,0.612,0.587,0.366
251,Erie,2.418,0.656,0.463,0.713,0.55,0.296
253,Essex,9.274,0.677,0.126,0.53,0.561,0.493
255,Franklin,8.313,0.721,0.138,0.44,0.531,0.56
257,Fulton,2.821,0.597,0.14,0.282,0.464,0.406
259,Genesee,3.131,0.617,0.205,0.377,0.544,0.393
261,Greene,3.807,0.659,0.188,0.465,0.495,0.356
263,Hamilton,16.706,0.723,0.062,0.354,0.556,0.565
265,Herkimer,7.873,0.643,0.112,0.503,0.422,0.49
267,Jefferson,8.873,0.71,0.147,0.672,0.485,0.446
269,Kings,0.889,0.664,0.366,0.31,0.502,0.276
271,Lewis,9.628,0.666,0.095,0.463,0.516,0.456
273,Livingston,8.946,0.717,0.116,0.48,0.539,0.449
275,Madison,4.735,0.585,0.144,0.42,0.538,0.403
277,Monroe,2.749,0.652,0.375,0.623,0.519,0.364
279,Montgomery,2.282,0.722,0.143,0.26,0.492,0.322
281,Nassau,2.935,0.598,0.351,0.564,0.703,0.342
283,New York,0.463,0.641,0.569,0.376,0.46,0.206
285,Niagara,2.781,0.68,0.279,0.432,0.481,0.425
287,Oneida,4.985,0.646,0.235,0.676,0.525,0.398
289,Onondaga,2.225,0.655,0.458,0.59,0.567,0.353
291,Ontario,6.11,0.641,0.159,0.528,0.555,0.413
293,Orange,2.31,0.623,0.52,0.704,0.591,0.362
295,Orleans,3.544,0.722,0.162,0.325,0.443,0.431
297,Oswego,4.458,0.684,0.166,0.565,0.389,0.33
299,Otsego,4.762,0.682,0.149,0.441,0.528,0.337
301,Putnam,2.32,0.657,0.411,0.403,0.633,0.463
303,Queens,1.885,0.546,0.336,0.467,0.578,0.318
305,Rensselaer,2.077,0.641,0.371,0.478,0.531,0.359
307,Richmond,1.146,0.562,0.508,0.314,0.579,0.431
309,Rockland,1.073,0.615,0.556,0.345,0.618,0.34
311,Saratoga,2.038,0.684,0.473,0.535,0.566,0.355
313,Schenectady,0.487,0.654,0.39,0.218,0.528,0.274
315,Schoharie,6.217,0.742,0.077,0.32,0.525,0.31
317,Schuyler,6.908,0.784,0.099,0.312,0.545,0.394
319,Seneca,4.455,0.67,0.134,0.328,0.492,0.427
321,St. Lawrence,10.729,0.635,0.117,0.691,0.453,0.508
323,Steuben,11.086,0.719,0.105,0.707,0.445,0.353
325,Suffolk,4.063,0.606,0.383,0.738,0.683,0.512
327,Sullivan,4.577,0.611,0.183,0.553,0.512,0.361
329,Tioga,1.693,0.765,0.266,0.343,0.45,0.321
331,Tompkins,6.092,0.7,0.111,0.457,0.459,0.343
333,Ulster,5.558,0.648,0.219,0.636,0.542,0.455
335,Warren,6.898,0.675,0.139,0.435,0.599,0.439
337,Washington,4.339,0.684,0.147,0.408,0.484,0.365
339,Wayne,4.729,0.701,0.132,0.403,0.466,0.365
341,Westchester,1.431,0.618,0.591,0.544,0.589,0.31
343,Wyoming,5.565,0.724,0.122,0.406,0.504,0.353
345,Yates,5.649,0.729,0.11,0.322,0.542,0.376
347,Region 3,2.934,0.571,0.272,0.382,0.512,0.378
349,Delaware,2.443,0.606,0.474,0.586,0.472,0.547
351,Kent,2.816,0.638,0.434,0.566,0.463,0.609
353,New Castle,1.647,0.647,0.609,0.546,0.52,0.437
355,Sussex,2.867,0.534,0.38,0.646,0.434,0.596
357,District of Columbia,0.501,0.61,0.676,0.402,0.506,0.2
359,District of Columbia,0.501,0.61,0.676,0.402,0.506,0.2
361,Maryland,3.367,0.622,0.366,0.494,0.518,0.463
363,Allegany,2.268,0.604,0.277,0.421,0.441,0.429
365,Anne Arundel,1.542,0.642,0.675,0.539,0.553,0.446
367,Baltimore,1.796,0.571,0.494,0.567,0.585,0.363
369,Baltimore city,0.185,0.611,0.594,0.393,0.381,0.156
371,Calvert,2.931,0.664,0.317,0.44,0.541,0.472
373,Caroline,5.656,0.626,0.155,0.389,0.494,0.568
375,Carroll,3.84,0.707,0.296,0.501,0.62,0.429
377,Cecil,1.785,0.567,0.432,0.522,0.398,0.483
379,Charles,2.643,0.674,0.484,0.562,0.565,0.524
381,Dorchester,4.615,0.588,0.172,0.373,0.447,0.601
383,Frederick,2.235,0.662,0.529,0.632,0.603,0.373
385,Garrett,6.42,0.585,0.14,0.583,0.497,0.409
387,Harford,2.158,0.626,0.465,0.513,0.531,0.485
389,Howard,1.295,0.628,0.565,0.399,0.627,0.355
391,Kent,4.053,0.522,0.19,0.428,0.492,0.555
393,Montgomery,1.518,0.651,0.59,0.53,0.569,0.344
395,Prince George's,1.496,0.653,0.704,0.565,0.61,0.368
397,Queen Anne's,6.294,0.587,0.173,0.531,0.581,0.529
399,Somerset,7.335,0.676,0.124,0.407,0.39,0.609
401,St. Mary's,3.903,0.703,0.303,0.521,0.483,0.547
403,Talbot,4.838,0.594,0.197,0.422,0.57,0.555
405,Washington,1.96,0.627,0.47,0.549,0.497,0.419
407,Wicomico,3.234,0.583,0.281,0.498,0.506,0.505
409,Worcester,6.816,0.588,0.16,0.559,0.453,0.598
413,Pennsylvania,4.369,0.667,0.257,0.481,0.503,0.383
415,Adams,3.414,0.662,0.262,0.53,0.508,0.382
417,Allegheny,1.086,0.593,0.705,0.706,0.529,0.151
419,Armstrong,3.389,0.659,0.188,0.487,0.48,0.295
421,Beaver,1.46,0.629,0.36,0.43,0.497,0.29
423,Bedford,8.398,0.702,0.099,0.438,0.511,0.41
425,Berks,2.96,0.646,0.367,0.666,0.513,0.365
427,Blair,4.192,0.652,0.231,0.509,0.537,0.437
429,Bradford,6.884,0.768,0.129,0.512,0.473,0.349
431,Bucks,2.432,0.648,0.521,0.724,0.634,0.318
433,Butler,1.886,0.645,0.413,0.476,0.587,0.32
435,Cambria,6.761,0.677,0.165,0.58,0.587,0.388
437,Cameron,7.32,0.848,0.107,0.214,0.467,0.584
439,Carbon,4.551,0.677,0.164,0.401,0.515,0.416
441,Centre,4.872,0.588,0.201,0.612,0.497,0.43
443,Chester,2.222,0.637,0.48,0.601,0.544,0.409
445,Clarion,7.152,0.758,0.126,0.412,0.553,0.409
447,Clearfield,6.458,0.673,0.142,0.542,0.495,0.383
449,Clinton,8.577,0.749,0.132,0.478,0.491,0.518
451,Columbia,3.198,0.651,0.193,0.398,0.491,0.375
453,Crawford,4.921,0.695,0.173,0.461,0.462,0.443
455,Cumberland,1.718,0.619,0.508,0.533,0.549,0.37
457,Dauphin,1.583,0.603,0.534,0.524,0.558,0.37
459,Delaware,0.804,0.566,0.485,0.388,0.526,0.252
461,Elk,7.984,0.603,0.11,0.354,0.562,0.572
463,Erie,2.922,0.614,0.303,0.596,0.504,0.351
465,Fayette,3.097,0.607,0.226,0.532,0.445,0.352
467,Forest,8.283,0.914,0.097,0.263,0.369,0.59
469,Franklin,2.85,0.576,0.303,0.575,0.505,0.396
471,Fulton,5.826,0.688,0.09,0.357,0.427,0.394
473,Greene,2.41,0.619,0.144,0.409,0.386,0.29
475,Huntingdon,10.034,0.683,0.102,0.478,0.525,0.486
477,Indiana,3.693,0.628,0.18,0.565,0.386,0.323
479,Jefferson,5.413,0.743,0.156,0.427,0.512,0.403
481,Juniata,4.518,0.612,0.144,0.365,0.525,0.431
483,Lackawanna,1.8,0.668,0.418,0.439,0.546,0.359
485,Lancaster,3.078,0.579,0.389,0.741,0.578,0.391
487,Lawrence,1.916,0.624,0.225,0.283,0.553,0.346
489,Lebanon,1.571,0.598,0.402,0.38,0.55,0.391
491,Lehigh,1.619,0.645,0.505,0.556,0.513,0.316
493,Luzerne,2.696,0.647,0.405,0.65,0.522,0.378
495,Lycoming,7.597,0.726,0.167,0.599,0.524,0.453
497,McKean,2.861,0.719,0.213,0.327,0.439,0.453
499,Mercer,3.64,0.739,0.238,0.448,0.521,0.389
501,Mifflin,4.004,0.624,0.161,0.332,0.512,0.466
503,Monroe,2.512,0.688,0.307,0.492,0.422,0.398
505,Montgomery,1.759,0.651,0.521,0.631,0.604,0.22
507,Montour,2.745,0.628,0.157,0.324,0.481,0.358
509,Northampton,1.531,0.65,0.5,0.522,0.509,0.32
511,Northumberland,3.055,0.64,0.189,0.418,0.475,0.348
513,Perry,8.674,0.632,0.096,0.42,0.595,0.418
515,Philadelphia,0.395,0.56,0.507,0.53,0.403,0.063
517,Pike,3.238,0.672,0.189,0.402,0.355,0.464
519,Potter,9.589,0.784,0.091,0.427,0.454,0.44
521,Schuylkill,4.131,0.652,0.244,0.617,0.508,0.365
523,Snyder,4.609,0.7,0.15,0.414,0.476,0.385
525,Somerset,8.679,0.677,0.124,0.638,0.493,0.374
527,Sullivan,6.896,0.806,0.102,0.349,0.47,0.413
529,Susquehanna,5.903,0.64,0.116,0.458,0.461,0.384
531,Tioga,10.408,0.713,0.087,0.558,0.427,0.383
533,Union,4.643,0.682,0.162,0.374,0.516,0.444
535,Venango,4.995,0.681,0.155,0.381,0.486,0.473
537,Warren,9.187,0.74,0.084,0.361,0.444,0.49
539,Washington,2.376,0.67,0.341,0.544,0.548,0.277
541,Wayne,6.147,0.658,0.152,0.486,0.588,0.393
543,Westmoreland,1.32,0.577,0.546,0.506,0.588,0.303
545,Wyoming,4.022,0.765,0.206,0.426,0.501,0.391
547,York,1.879,0.596,0.507,0.666,0.502,0.34
551,Virginia,2.484,0.52,0.297,0.331,0.548,0.378
553,Accomack,6.907,0.562,0.162,0.504,0.534,0.65
555,Albemarle,3.807,0.651,0.263,0.563,0.54,0.398
558,Alexandria city,-0.06,0.626,0.607,0.255,0.495,0.117
560,Alleghany,3.302,0.492,0.198,0.349,0.657,0.451
562,Amelia,6.454,0.57,0.111,0.331,0.651,0.445
564,Amherst,2.663,0.486,0.256,0.447,0.602,0.418
566,Appomattox,5.256,0.572,0.132,0.343,0.628,0.433
568,Arlington,-0.074,0.655,0.538,0.257,0.491,0.118
570,Augusta,4.228,0.478,0.208,0.558,0.574,0.498
572,Bath,3.679,0.386,0.181,0.357,0.726,0.55
574,Bedford,1.132,0.169,0.234,0.541,0.601,0.384
576,Bland,2.727,0.246,0.082,0.291,0.485,0.48
578,Botetourt,1.764,0.239,0.224,0.48,0.756,0.361
580,Bristol city,-0.064,0.16,0.546,0.119,0.546,0.159
582,Brunswick,4.723,0.512,0.115,0.361,0.532,0.427
584,Buchanan,1.789,0.54,0.15,0.402,0.394,0.265
586,Buckingham,2.982,0.558,0.17,0.36,0.502,0.391
588,Buena Vista city,-0.362,0.475,0.395,0.095,0.424,0.25
590,Campbell,2.861,0.44,0.203,0.451,0.652,0.34
592,Caroline,6.744,0.611,0.131,0.474,0.503,0.487
594,Carroll,2.626,0.45,0.14,0.396,0.504,0.312
596,Charles City,6.855,0.583,0.101,0.329,0.524,0.52
598,Charlotte,6.88,0.565,0.079,0.341,0.593,0.362
600,Charlottesville city,-0.497,0.583,0.515,0.164,0.539,0.026
602,Chesapeake city,0.962,0.524,0.714,0.398,0.544,0.481
604,Chesterfield,1.438,0.6,0.626,0.51,0.581,0.407
606,Clarke,6.612,0.647,0.106,0.32,0.646,0.389
608,Colonial Heights city,-0.001,0.65,0.655,0.158,0.593,0.169
610,Covington city,-0.269,0.272,0.309,0.01,0.59,0.207
612,Craig,3.813,0.598,0.159,0.258,0.555,0.502
614,Culpeper,3.173,0.718,0.282,0.372,0.656,0.393
616,Cumberland,7.993,0.715,0.096,0.323,0.538,0.471
618,Danville city,-0.554,0.417,0.458,0.04,0.416,0.192
620,Dickenson,2.287,0.323,0.129,0.369,0.434,0.437
622,Dinwiddie,4.137,0.486,0.149,0.392,0.531,0.479
624,Emporia city,-0.055,0.576,0.528,0.146,0.463,0.265
626,Essex,3.365,0.481,0.216,0.343,0.684,0.508
628,Fairfax,1.311,0.669,0.569,0.474,0.557,0.308
630,Fairfax city,0.691,0.693,0.485,0.175,0.842,0.148
632,Falls Church city,1.224,0.842,0.32,0.152,0.766,0.225
634,Fauquier,4.935,0.646,0.243,0.546,0.678,0.436
636,Floyd,2.192,0.414,0.128,0.336,0.552,0.285
638,Fluvanna,4.426,0.74,0.158,0.397,0.511,0.359
640,Franklin,1.926,0.401,0.194,0.422,0.514,0.325
642,Franklin city,-0.031,0.656,0.331,0.146,0.399,0.33
644,Frederick,1.359,0.673,0.487,0.451,0.522,0.308
646,Fredericksburg city,-0.081,0.755,0.476,0.144,0.578,0.176
648,Galax city,-0.796,0.479,0.272,0.114,0.391,0.193
650,Giles,4.168,0.38,0.113,0.342,0.576,0.485
652,Gloucester,2.925,0.473,0.273,0.347,0.678,0.582
654,Goochland,2.854,0.603,0.215,0.422,0.525,0.35
656,Grayson,1.8,0.288,0.124,0.363,0.463,0.365
658,Greene,3.695,0.643,0.155,0.34,0.536,0.378
660,Greensville,2.068,0.558,0.122,0.333,0.251,0.436
662,Halifax,2.942,0.478,0.154,0.402,0.504,0.361
664,Hampton city,1.103,0.572,0.576,0.285,0.483,0.57
666,Hanover,2.16,0.567,0.399,0.474,0.677,0.376
668,Harrisonburg city,-0.117,0.716,0.391,0.266,0.448,0.142
670,Henrico,0.839,0.588,0.656,0.374,0.588,0.319
672,Henry,0.72,0.397,0.37,0.369,0.452,0.325
674,Highland,3.465,0.297,0.113,0.266,0.695,0.507
676,Hopewell city,-0.111,0.442,0.561,0.136,0.462,0.24
678,Isle of Wight,2.488,0.625,0.348,0.39,0.585,0.487
680,James City,1.604,0.653,0.519,0.327,0.539,0.546
682,King and Queen,7.095,0.586,0.107,0.306,0.569,0.551
684,King George,4.097,0.861,0.252,0.418,0.464,0.478
686,King William,12.156,0.771,0.105,0.397,0.648,0.541
688,Lancaster,3.122,0.545,0.301,0.322,0.711,0.597
690,Lee,1.323,0.293,0.141,0.37,0.418,0.338
692,Lexington city,-0.524,0.43,0.24,0.067,0.681,0.078
694,Loudoun,1.462,0.69,0.704,0.517,0.618,0.365
696,Louisa,4.414,0.599,0.156,0.476,0.501,0.366
698,Lunenburg,3.797,0.517,0.113,0.282,0.533,0.42
700,Lynchburg city,-0.214,0.521,0.507,0.227,0.436,0.134
702,Madison,4.244,0.432,0.136,0.35,0.657,0.451
704,Manassas city,0.427,0.597,0.435,0.236,0.712,0.115
706,Manassas Park city,-0.299,0.603,0.395,0.147,0.584,0.108
708,Martinsville city,-0.262,0.275,0.46,0.055,0.519,0.16
710,Mathews,4.484,0.55,0.232,0.264,0.702,0.735
712,Mecklenburg,6.109,0.554,0.116,0.41,0.597,0.411
714,Middlesex,4.145,0.64,0.253,0.317,0.632,0.631
716,Montgomery,1.268,0.334,0.288,0.443,0.487,0.39
718,Nelson,2.723,0.414,0.15,0.417,0.485,0.375
720,New Kent,5.284,0.55,0.164,0.422,0.622,0.499
722,Newport News city,1.1,0.558,0.558,0.311,0.461,0.556
724,Norfolk city,0.597,0.536,0.523,0.294,0.433,0.386
726,Northampton,4.29,0.545,0.209,0.335,0.561,0.673
728,Northumberland,5.351,0.754,0.214,0.355,0.612,0.557
730,Norton city,-0.066,0.117,0.551,0.026,0.526,0.24
732,Nottoway,2.985,0.426,0.128,0.298,0.53,0.431
734,Orange,4.099,0.651,0.158,0.393,0.502,0.392
736,Page,4.828,0.413,0.125,0.399,0.589,0.505
738,Patrick,2.045,0.415,0.156,0.369,0.522,0.309
740,Petersburg city,0.024,0.599,0.517,0.177,0.417,0.296
742,Pittsylvania,3.622,0.474,0.198,0.54,0.53,0.421
744,Poquoson city,2.187,0.59,0.253,0.165,0.527,0.596
746,Portsmouth city,0.21,0.544,0.668,0.238,0.487,0.271
748,Powhatan,8.299,0.8,0.14,0.39,0.65,0.461
750,Prince Edward,5.321,0.562,0.109,0.363,0.562,0.391
752,Prince George,2.58,0.551,0.319,0.445,0.482,0.554
754,Prince William,1.351,0.634,0.6,0.472,0.597,0.345
756,Pulaski,2.129,0.408,0.189,0.369,0.518,0.401
758,Radford city,-0.484,0.478,0.331,0.133,0.334,0.266
760,Rappahannock,3.657,0.438,0.132,0.346,0.561,0.439
762,Richmond,2.697,0.539,0.238,0.341,0.55,0.489
764,Richmond city,-0.194,0.591,0.551,0.245,0.463,0.105
766,Roanoke,0.823,0.41,0.468,0.376,0.6,0.308
768,Roanoke city,-0.119,0.413,0.46,0.21,0.536,0.104
770,Rockbridge,2.397,0.269,0.158,0.446,0.572,0.444
772,Rockingham,4.678,0.546,0.216,0.616,0.555,0.454
774,Russell,0.939,0.141,0.124,0.398,0.438,0.368
776,Salem city,-0.143,0.423,0.451,0.146,0.598,0.116
778,Scott,0.986,0.212,0.139,0.381,0.4,0.346
780,Shenandoah,4.175,0.6,0.196,0.456,0.599,0.394
782,Smyth,1.829,0.236,0.159,0.387,0.544,0.461
784,Southampton,7.948,0.609,0.11,0.432,0.568,0.474
786,Spotsylvania,1.318,0.679,0.517,0.382,0.539,0.377
788,Stafford,1.503,0.674,0.554,0.393,0.564,0.439
790,Staunton city,0.313,0.648,0.356,0.156,0.569,0.26
792,Suffolk city,1.44,0.574,0.557,0.494,0.489,0.454
794,Surry,2.349,0.556,0.242,0.305,0.494,0.504
796,Sussex,4.987,0.503,0.11,0.355,0.496,0.476
798,Tazewell,1.401,0.293,0.164,0.409,0.457,0.324
800,Virginia Beach city,1.389,0.507,0.468,0.377,0.509,0.52
802,Warren,1.51,0.616,0.363,0.333,0.577,0.354
804,Washington,0.762,0.183,0.277,0.443,0.475,0.422
806,Waynesboro city,-0.202,0.451,0.456,0.133,0.514,0.175
808,Westmoreland,3.181,0.66,0.251,0.297,0.651,0.463
810,Williamsburg city,1.001,0.873,0.387,0.218,0.491,0.365
812,Winchester city,-0.502,0.583,0.383,0.148,0.555,0.076
814,Wise,1.474,0.299,0.161,0.419,0.415,0.351
816,Wythe,2.792,0.355,0.153,0.375,0.58,0.431
818,York,1.666,0.576,0.59,0.326,0.595,0.679
819,West Virginia,2.158,0.555,0.168,0.324,0.435,0.328
821,Barbour,3.176,0.616,0.09,0.327,0.445,0.293
823,Berkeley,0.848,0.633,0.482,0.349,0.431,0.353
825,Boone,1.225,0.573,0.127,0.276,0.436,0.276
827,Braxton,6.851,0.615,0.075,0.337,0.442,0.435
829,Brooke,-0.014,0.592,0.373,0.251,0.38,0.235
831,Cabell,1.109,0.582,0.243,0.295,0.449,0.323
833,Calhoun,0.607,0.433,0.135,0.267,0.37,0.305
835,Clay,0.735,0.402,0.119,0.292,0.301,0.345
837,Doddridge,1.016,0.616,0.091,0.206,0.438,0.302
839,Fayette,6.513,0.584,0.112,0.461,0.551,0.38
841,Gilmer,1.325,0.75,0.077,0.222,0.364,0.337
843,Grant,4.007,0.552,0.126,0.326,0.539,0.403
845,Greenbrier,2.565,0.233,0.102,0.394,0.554,0.402
847,Hampshire,4.28,0.61,0.105,0.417,0.373,0.364
849,Hancock,-0.305,0.513,0.354,0.168,0.359,0.259
851,Hardy,2.341,0.451,0.153,0.384,0.42,0.384
853,Harrison,2.283,0.59,0.206,0.417,0.544,0.251
855,Jackson,1.891,0.56,0.15,0.365,0.439,0.272
857,Jefferson,1.42,0.602,0.332,0.401,0.449,0.339
859,Kanawha,2.625,0.633,0.224,0.475,0.519,0.26
861,Lewis,2.937,0.658,0.111,0.282,0.443,0.354
863,Lincoln,0.397,0.554,0.145,0.316,0.322,0.256
865,Logan,1.297,0.543,0.12,0.373,0.363,0.236
867,Marion,1.699,0.611,0.222,0.351,0.506,0.28
869,Marshall,1.271,0.642,0.206,0.358,0.412,0.261
871,Mason,1.484,0.584,0.181,0.36,0.368,0.316
873,McDowell,0.548,0.507,0.224,0.33,0.335,0.286
875,Mercer,1.26,0.354,0.144,0.345,0.458,0.282
877,Mineral,2.224,0.585,0.153,0.35,0.377,0.369
879,Mingo,1.009,0.578,0.143,0.371,0.296,0.276
881,Monongalia,0.729,0.546,0.399,0.385,0.404,0.289
884,Chilton,2.143,0.319,0.158,0.421,0.485,0.401
886,Choctaw,0.363,0.47,0.274,0.262,0.243,0.421
888,Clarke,0.723,0.345,0.318,0.4,0.359,0.364
890,Clay,1.083,0.195,0.129,0.349,0.372,0.43
892,Cleburne,1.12,0.287,0.131,0.308,0.309,0.44
894,Coffee,2.173,0.507,0.259,0.406,0.476,0.445
896,Colbert,1.142,0.224,0.262,0.432,0.535,0.462
898,Conecuh,0.317,0.328,0.275,0.318,0.172,0.44
900,Coosa,0.814,0.21,0.114,0.344,0.263,0.409
902,Covington,1.469,0.366,0.298,0.404,0.51,0.454
904,Crenshaw,1.297,0.45,0.205,0.349,0.38,0.371
906,Cullman,0.787,0.272,0.295,0.454,0.467,0.294
908,Dale,2.156,0.441,0.187,0.416,0.385,0.426
910,Dallas,1.2,0.398,0.138,0.326,0.282,0.404
912,DeKalb,1.013,0.435,0.287,0.441,0.356,0.322
914,Elmore,1.239,0.339,0.36,0.48,0.487,0.44
916,Escambia,0.895,0.337,0.347,0.434,0.304,0.475
